None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104957/buy,Rs. 2,550,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_23470ead950b790a7dcd0cc7e31f95a8_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104957/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 61 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104948/buy,Rs. 3,450,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem_ebd033360280a455bc93e4e75f641266_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104948/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Inspired by the restless energy and free spiritedness that drives all things new, these lightweight Mayhem sunglasses fitted with shatterproof lenses are a summer essential. So wear yours and colour the day with a darker shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Polycarbonate lens, plastic frame<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104963/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_feaeea8509e4ef814d1f49c7798dfe98_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104963/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104956/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_4bca0461836fd9f9f5df00eb474c4a84_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104956/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 63 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104961/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_1e688cf9907faaacae6965538493bb16_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104961/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Beat the heat this summer with these stylish sunglasses from Mayhem. Inspired by restless energy and free spiritedness that drive all  things new, these lightweight Mayhem sunglasses fitted with shatterproof  lenses will colour any day with a shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Acetate<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104950/buy,Rs. 2,550,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_35f434b7592dade5c5da30afa7af8300_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104950/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104948/buy,Rs. 3,450,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem_ebd033360280a455bc93e4e75f641266_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104948/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Inspired by the restless energy and free spiritedness that drives all things new, these lightweight Mayhem sunglasses fitted with shatterproof lenses are a summer essential. So wear yours and colour the day with a darker shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Polycarbonate lens, plastic frame<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104958/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_4fdad99b13dced44f8e175f3f32dcb80_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104958/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104954/buy,Rs. 2,450,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_0a9adc0d844716f6465ec0f6fcb7f4a3_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104954/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104965/buy,Rs. 2,750,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_117fe2980c017ef83cc3b6abfdcf5504_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104965/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Offering UV protection and fashion appeal, this pair of sunglasses from Mayhem is a must-have this season. So go ahead and ward off the sun in style with this trendy pair.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal and acetate plastic<br/>Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104962/buy,Rs. 2,500,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_e145208cc4d557e84b7f20127732edf2_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104962/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104960/buy,Rs. 3,450,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_945bf2a6187e1188fac8d821968b0e6c_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104960/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Offering UV protection and fashion appeal, this pair of sunglasses from Mayhem is a must-have this season. So go ahead and ward off the sun in style with this trendy pair.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Acetate plastic<br/>Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104957/buy,Rs. 2,550,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_23470ead950b790a7dcd0cc7e31f95a8_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104957/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 61 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104946/buy,Rs. 1,999,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_1ba401272aba013d3bdb1b45c07d9095_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104946/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Beat the heat this summer with these stylish sunglasses from Mayhem. Inspired by restless energy and free spiritedness that drive all things new, these lightweight Mayhem sunglasses fitted with shatterproof lenses will colour any day with a shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Acetate<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104951/buy,Rs. 2,950,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_892a90dc5fc57e406492745d5e7c8de8_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104951/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Offering UV protection and fashion appeal, this pair of sunglasses from Mayhem is a must-have this season. So go ahead and ward off the sun in style with this trendy pair.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal and acetate plastic<br/>Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 75 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104964/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_d77c2e4be52a9de29dc9335abf521dc2_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104964/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Beat the heat this summer with these stylish sunglasses from Mayhem. Inspired by restless energy and free spiritedness that drive all  things new, these lightweight Mayhem sunglasses fitted with shatterproof  lenses will colour any day with a shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Lens colour: Brown<br/>Lens type: Shatter proof lens with UV protection<br/>Frame colour: Brown with gold toned metal accents<br/>Frame type: Plastic<br/>High bridge and fixed nose pads<br/>The glasses come in a signature Mayhem hard case<br/>Warranty: Limited 6 month warranty against any manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p><p> </p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104955/buy,Rs. 2,500,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_10f5c51ae235be6c0c9ea146741d76bc_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104955/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Beat the heat this summer with these stylish sunglasses from Mayhem. Inspired by restless energy and free spiritedness that drive all  things new, these lightweight Mayhem sunglasses fitted with shatterproof  lenses will colour any day with a shade of fun.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Acetate<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104947/buy,Rs. 2,750,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_3cdc3e280960f289818086ae8500aac2_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104947/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal and plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 63 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104966/buy,Rs. 2,500,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_246ac282d4e17d61ebf2b78efd895dd7_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104966/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104954/buy,Rs. 2,450,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_0a9adc0d844716f6465ec0f6fcb7f4a3_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104954/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104950/buy,Rs. 2,550,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_35f434b7592dade5c5da30afa7af8300_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104950/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Sunglasses redefine your looks and let you enjoy envious glances from other adoring eyes. Opt for this classic pair of sunglasses from Mayhem, infused with cutting edge design that unleashes the new you.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 60 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104962/buy,Rs. 2,500,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_e145208cc4d557e84b7f20127732edf2_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104962/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 62 mm</p></li></ul>,26:02:2014,None
None,Mayhem Women Sunglasses,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104958/buy,Rs. 2,350,women-sunglasses,Sunglasses,Mayhem,http://myntra.myntassets.com/images/style/properties/Mayhem-Women-Sunglasses_4fdad99b13dced44f8e175f3f32dcb80_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Sunglasses/Mayhem/Mayhem-Women-Sunglasses/104958/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p style="margin-bottom: 0in;">Mayhem precedes the creation of a new world order in style and brings forth these sunglasses that are a class apart.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/> Remove dust and grime by gently wiping the lens with the cloth provided</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Lens width: 65 mm</p></li></ul>,26:02:2014,None
